,File,Aleph system no.,Country code,Language code (008),Language code (041),DDC,Personal-author_ORIGINAL,Personal-author_clean,Personal_author_title,Personal_author_years,Personal_author_pseudonym,Corporate author,Title_ORIGINAL,Title_clean,Title_clean_after_By,Title_clean_language_detected,Edition,Imprint_ORIGINAL,Location_clean,Date,Location_intermediate,Series,Subjects,Other personal authors,Other corporate authors,DOM ID,Type,Genre,Column
40530,poetry.xls,14817108,|||,eng,,,"LIBBY, John.","Libby, John",,,,,"Twenty Years' History of Stroud, 1870 to 1890. (Subscribers' edition.) [With plates.] [electronic resource]","Twenty Years' History of Stroud, 1870 to 1890.",,eng,,"Stroud : Edward Hulbert, [1890]",Stroud,1890.0,Stroud Edward Hulbert,,,,,lsidyv3063049b,story,Prose,
47098,poetry.xls,14871874,|||,eng,,,,,,,,,The Story of Hackney Marsh. Reprinted from the “North London Guardian.”. [electronic resource],The Story of Hackney Marsh. Reprinted from the “North London Guardian.”.,,eng,,"Stoke Newington : Thompson, 1894.",Stoke,1894.0,Stoke Newington Thompson,,,,,lsidyv3706cb68,story,Prose,
30693,nogenre.xlsx,15105991,|||,fre,,,"GLOBENSKY, C. A. Maximilien.","Globensky, C. A. Maximilien",,,,,La Rébellion de 1837 à Saint-Eustache. Précéde d'un exposé de la situation politique du Bas-Canada depuis la cession. [electronic resource],La Rébellion de 1837 à Saint-Eustache. Précéde d'un exposé de la situation politique du Bas-Canada depuis la cession.,,fre,,"Québec, 1883.",Québec,1883.0,Québec,,,,,lsidyv389386c5,,,
36497,poetry.xls,14807538,|||,und,,,"COCHRANE, Alexander Dundas Ross, afterwards COCHRANE-WISHART-BAILLIE (Alexander Dundas Ross) Baron Lamington.","Cochrane, Alexander Dundas Ross, Afterwards Cochrane-wishart-baillie, Alexander Dundas Ross Baron Lamington",,,,,Florence the Beautiful. [A novel.] [electronic resource],Florence the Beautiful.,,eng,,"London : Hurst & Blackett, 1854.",London,1854.0,London Hurst Blackett,,,,,lsidyv3a4d050d,novel,Prose,
30927,nogenre.xlsx,15111145,|||,eng,,,"DOHENY, Michael.","Doheny, Michael",,,,,The Felon's Track: a narrative of '48. Embracing the leading events in the Irish struggle from the year 1843 to the close of 1848 ... Second edition. [Edited by M. J. Doheny.] [electronic resource],The Felon's Track: a narrative of '48. Embracing the leading events in the Irish struggle from the year 1843 to the close of 1848... Second edition.,,eng,,"New York, 1867.",New-York,1867.0,New-York,,,"DOHENY, Mary Jane.",,lsidyv38b3ef40,,,
48798,poetry.xls,15106290,|||,eng,,,,,,,,,"Thomas and Sally; or, the Sailor's Return. A musical entertainment [in two acts and in verse]. A new edition. [By Isaac Bickerstaffe.] [electronic resource]","Thomas and Sally; or, the Sailor's Return. A musical entertainment A new edition.",,eng,,"London : W. Griffin, etc., [1770?].",London,1770.0,London Griffin,,,"BICKERSTAFFE, Isaac. -- Thomas, à Becket, Saint, 1118?-1170.",,lsidyv38823dab,verse,Poetry,
20642,nogenre.xlsx,14860318,|||,mul,$ager$aeng$afre,,"DE PEYSTER, John Watts, Major-General.","De Peyster, John Watts",Major-General,,,,"Waterloo. (Reprinted from the College Student, Lancaster, Pa.). [electronic resource]",Waterloo.,,eng,,[1894],,1894.0,,,,,,lsidyv3630bef5,,,
20144,nogenre.xlsx,14848018,|||,eng,,,"SCOTT, Leader, pseud. [i.e. Lucy Emily Baxter.]","Scott, Leader",,,Lucy Emily Baxter,,"Vincigliata and Maiano. (Appendix. Vincigliata Castle, a quattro-cento legend from the Italian of Cav. G. Carocci, etc.) L.P. [electronic resource]",Vincigliata and Maiano. L.P.,,ita,,"London : T. Fisher Unwin, 1891.",London,1891.0,London Fisher Unwin,,,,,lsidyv35c23655,,,
32232,nogenre.xlsx,15211116,|||,spa,,,"SOLÍS Y RIBADENEYRA, Antonio de.","Solís Y Ribadeneyra, Antonio De",,,,,"[Historia de la conquista de México, etc. [With plates, including portraits.]] [electronic resource]","Historia de la conquista de México, etc.",,spa,"Nueva edicion, corregida por Don A. L. Josse, etc.","Londres, 1809.",London,1809.0,Londres,,,"JOSSE, Augustin Louis.",,lsidyv2c9cb309 -- lsidyv2c9d205b -- lsidyv2c9cf177,,,
40399,poetry.xls,14816851,|||,und,,,,,,,,,"The Heliotrope: or, Pilgrim in pursuit of health. Cantos first and Second. (Hymn to the Virgin. Lines to a Sicilian air. Charybdis.) [By William Beattie.] [electronic resource]","The Heliotrope: or, Pilgrim in pursuit of health. Cantos first and Second.",,eng,,"London : 96. Longman, Rees & Co., 1833.",London,1833.0,London Longman Rees,,,"BEATTIE, William, M.D.",,lsidyv32c53d4b,hymn,Music,
4384,nogenre.xlsx,14768125,|||,eng,,,"ROGER, James Cruikshank.","Roger, James Cruikshank",,,,,"Notes of Ancient Monuments in the ruined Church of St. Mary, Rothesay. Being the substance of a paper read at a meeting of the Society of Antiquaries of Scotland, etc. [With plates.] [electronic resource]","Notes of Ancient Monuments in the ruined Church of St. Mary, Rothesay. Being the substance of a paper read at a meeting of the Society of Antiquaries of Scotland, etc.",,eng,,"Glasgow : James Macnab, 1857.",Glasgow,1857.0,Glasgow James Macnab,,,,,lsidyv3c38448f,,,
7738,nogenre.xlsx,14808508,|||,eng,,,"CUSTINE, Astolphe Louis Léonor de, Marquis.","Custine, Astolphe Louis Léonor De",Marquis,,,,"[[La Russie en 1839.] The Empire of the Czar; or, Observations on the social, political, and religious state and prospects of Russia, made during a journey through that Empire, translated from the French.] [electronic resource]","The Empire of the Czar; or, Observations on the social, political, and religious state and prospects of Russia, made during a journey through that Empire, translated from the French.",,eng,[Another edition.] Russia ... Second edition.,"London : Longman, Brown, Green, & Longmans, 1844.",London,1844.0,London Longman Brown Green Longmans,,,,,lsidyv3e641a1d,,,
9291,nogenre.xlsx,14811568,|||,eng,,,"GESSI, Romolo.","Gessi, Romolo",,,,,Seven years in the Soudan ... Edited by ... F. Gessi. [Translated by L. Wolffsohn and B. Woodward.] Illustrated. [electronic resource],Seven years in the Soudan... Edited by... F. Gessi. Illustrated.,,eng,,"London : Sampson Low & Co., 1892, [1891].",London,1892.0,London Sampson Low,,,"GESSI, Felice. -- WOLFFSOHN, Lily. -- WOODWARD, Bettina.",,lsidyv3cbafd95,,,
20860,nogenre.xlsx,14860562,|||,fre,,,"JACQUART, Ed.","Jacquart, Ed",,,,,Un Coin du Dauphine ... Notes et observations. [With illustrations.] [electronic resource],Un Coin du Dauphine... Notes et observations.,,fre,,"Voiron, 1892.",Voiron,1892.0,Voiron,,,,,lsidyv361aa90b,,,
35814,poetry.xls,14805712,|||,eng,,,"BOURGOING, Jean François de, Baron.","Bourgoing, Jean François De",Baron,,,,"Modern State of Spain ... Translated from the last Paris edition of 1807 ... To which are added, Essays on Spain by M. Peyron, and the book of Post Roads. With ... atlas of plates. [electronic resource]","Modern State of Spain... Translated from the last Paris edition of 1807... To which are added, Essays on Spain by M. Peyron, and the book of Post Roads. With... atlas of plates.",,eng,,"London : John Stockdale, 1808.",London,1808.0,London John Stockdale,,,,,lsidyv3bf90e4d -- lsidyv3bf91fad -- lsidyv3beafcd7 -- lsidyv3bf9406b,ode,Poetry,
24168,nogenre.xlsx,14871190,|||,eng,,,"BATCHELER, Horace Pettus.","Batcheler, Horace Pettus",,,,,"Jonathan at Home: or, a Stray Shot at the Yankees. [electronic resource]","Jonathan at Home: or, a Stray Shot at the Yankees.",,eng,,"London : W. H. Collingridge, 1864.",London,1864.0,London Collingridge,,,,,lsidyv3740b773,,,
36416,poetry.xls,14807316,|||,und,,,"Churchill, Henry George.","Churchill, Henry George",,,,,"Puttyput's Protégée: a story, in three books ... With illustrations by Wallis Mackay. [electronic resource]","Puttyput's Protégée: a story, in three books... With illustrations by Wallis Mackay.",,eng,,"London : Samuel Tinsley, 1872.",London,1872.0,London Samuel Tinsley,,,"MACKAY, Wallis.",,lsidyv3b5f1d7d,story,Prose,
10271,nogenre.xlsx,14813646,|||,eng,,,"Hooker, William Jackson, Sir, 1785-1865.","Hooker, William Jackson",Sir,1785-1865,,,Journal of a tour in Iceland in the summer of 1809. [electronic resource],Journal of a tour in Iceland in the summer of 1809.,,eng,,"Yarmouth, 1811.",Yarmouth,1811.0,Yarmouth,,,,,lsidyv3c8a9b89 -- lsidyv390f9389,,,
46450,poetry.xls,14848073,|||,ita,,,,,,,,,Indice alfabetico di tutti i luoghi dello Stato Pontificio colla indicazione della respettiva Legazione o Delegazione ... Seconda edizione. [electronic resource],Indice alfabetico di tutti i luoghi dello Stato Pontificio colla indicazione della respettiva Legazione o Delegazione... Seconda edizione.,,ita,,"Roma, 1829.",Roma,1829.0,Roma,,,,,lsidyv35cb2775,elegy,Poetry,
27853,nogenre.xlsx,14891753,|||,eng,,,"THOMAS, André Antoine.","Thomas, André Antoine",,,,,Les États provinciaux de la France centrale sous Charles VII. [electronic resource],Les États provinciaux de la France centrale sous Charles VII.,,fre,,"Paris, 1879 (Le Puy [printed])",Paris,1879.0,Paris,,,,,lsidyv37c20671,,,
22701,nogenre.xlsx,14866394,|||,ger,,,,,,,,,Das vornehme Berlin. Bilder aus dem High-life der Reichshauptstadt. [electronic resource],Das vornehme Berlin. Bilder aus dem High-life der Reichshauptstadt.,,ger,,"Berlin, [1889]",Berlin,1889.0,Berlin,,Berlin (Germany),,,lsidyv3687f6ec,,,
32063,nogenre.xlsx,15210914,|||,spa,,,"FALCONNET, Francisco de P.","Falconnet, Francisco De P",,,,,Manifestacion dirigida á la Honorable Cámara de Diputados por el agente de los tenedores de Bonos Mexicanos (F. de P. F.). [electronic resource],Manifestacion dirigida á la Honorable Cámara de Diputados por el agente de los tenedores de Bonos Mexicanos,,spa,,"Mexico, 1852.",México,1852.0,Mexico,,,,,lsidyv2ca89bfb,,,
20181,nogenre.xlsx,14848070,|||,gre,,,"Stamatiadēs, Epameinōndas I.","Stamatiadēs, Epameinōndas I",,,,,"Σαμιακα ἠτοι ἱστορια της νησου Σαμου ἀπο των παναρχαιων χρονων μεχρι των καθ' ἡμας, etc. [electronic resource]","Σαμιακα ἠτοι ἱστορια της νησου Σαμου ἀπο των παναρχαιων χρονων μεχρι των καθ' ἡμας, etc.",,gre,,"ἐν Σαμῳ, 1881-91.",ἐν,1881.0,ἐν Σαμῳ,,,,,lsidyv35ce8bb5 -- lsidyv35e009a9 -- lsidyv35e02e7f -- lsidyv35e06097 -- lsidyv35f4c712,,,
38404,poetry.xls,14812248,|||,und,,,"GREY, Rowland, pseud. [i.e. Lilian Kate Rowland Brown.]","Grey, Rowland",,,Lilian Kate Rowland Brown,,In Sunny Switzerland. A story of six weeks. [electronic resource],In Sunny Switzerland. A story of six weeks.,,eng,,"London : Kegan Paul & Co., 1884.",London,1884.0,London Kegan Paul,,,,,lsidyv39aa9d37,story,Prose,
44783,poetry.xls,14830579,|||,und,,,"TATAM, William Kellock.","Tatam, William Kellock",,,,,"The Ionian Isles, a Dublin University Prize-Poem. [electronic resource]","The Ionian Isles, a Dublin University Prize-Poem.",,eng,,"Dublin : A. Thom, 1824.",Dublin,1824.0,Dublin Thom,,,,,lsidyv32b79fd4,poet,Poetry,
30025,nogenre.xlsx,14919308,|||,rus,,,"MAKUSHEV, Vinkenty.","Makushev, Vinkenty",,,,,Историческія разысканія о Славянахъ въ Албаніи въ средніе вѣка.. [electronic resource],Историческія разысканія о Славянахъ въ Албаніи въ средніе вѣка..,,av,,"Варшава, 1871.",Варшава,1871.0,Варшава,,,,,lsidyv3854c5ec,,,
36409,poetry.xls,14807305,|||,und,,,"CHURCH, Alfred John.","Church, Alfred John",,,,,A Young Macedonian in the Army of Alexander the Great ... [A tale.] With sixteen illustrations. [electronic resource],A Young Macedonian in the Army of Alexander the Great... With sixteen illustrations.,,eng,,"London : Seeley & Co., 1890.",London,1890.0,London Seeley,,,,,lsidyv3abdc3ff,tale,Prose,
37783,poetry.xls,14810926,|||,und,,,"FOLI, R., Madame.","Foli, R., Madame",,,,,The Last Stake: a tale of Monte Carlo. [electronic resource],The Last Stake: a tale of Monte Carlo.,,eng,,"London : T. Fisher Unwin, 1886.",London,1886.0,London Fisher Unwin,,,,,lsidyv39f647a1,tale,Prose,
37238,poetry.xls,14809407,|||,und,,,"Doyle, Arthur Conan, Sir, 1859-1930","Doyle, Arthur Conan",Sir,1859-1930,,,"Micah Clarke, his statement as made to his three grandchildren, etc. [A novel.] [electronic resource]","Micah Clarke, his statement as made to his three grandchildren, etc.",,eng,,"pp. vi. 421. Longmans & Co.: London, 1889.",London,1889.0,Longmans London,,,,,lsidyv3ad49f54,novel,Prose,
15461,nogenre.xlsx,14829603,|||,eng,,,"SIMSON, James, F.S.S.A.","Simson, James, F.S.S.A",,,,,Royal Ramsgate. Second edition. [electronic resource],Royal Ramsgate. Second edition.,,eng,,"Ramsgate : Victoria Publishing Association, [1897]",Ramsgate,1897.0,Ramsgate Victoria Publishing Association,,,,,lsidyv2b597000,,,
39814,poetry.xls,14815448,|||,und,,,"LAMSON, J. W.","Lamson, J. W",,,,,Rook's Dene. [A novel.] [electronic resource],Rook's Dene.,,eng,,"London, 1876.",London,1876.0,London,,,,,lsidyv3b0fc579 -- lsidyv3b0fbd7c -- lsidyv3b0fd03f,novel,Prose,
44232,poetry.xls,14829165,|||,und,,,"Scott, Walter, Sir, 1771-1832","Scott, Walter",Sir,1771-1832,,,"Historical, legendary, and romantic Tales from the works of Sir Walter Scott. Selected ... by W. T. Dobson. With ... illustrations, etc. [electronic resource]","Historical, legendary, and romantic Tales from the works of Sir Walter Scott. Selected... by W. T. Dobson. With... illustrations, etc.",,eng,,"London : Bickers & Son, 1886 [1885].",London,1886.0,London Bickers Son,,,"DOBSON, William T.",,lsidyv34ed99be,tale,Prose,
18598,nogenre.xlsx,14840965,|||,eng,,,"PERKINS, George William.","Perkins, George William",,,,,Historical Sketches of Meriden. [electronic resource],Historical Sketches of Meriden.,,eng,,"West Meriden, U.S., 1849.",West,1849.0,West Meriden,,,,,lsidyv34f6c3f4,,,
935,drama.xlsx,14824040,|||,und,,,"Shakespeare, William, 1564-1616","Shakespeare, William",,1564-1616,,,The Plays of William Shakespeare. In ten volumes. With the corrections and illustrations of various commentators; to which are added notes by S. Johnson and G. Steevens. With an Appendix. [electronic resource],The Plays of William Shakespeare. In ten volumes. With the corrections and illustrations of various commentators; to which are added notes by S. Johnson and G. Steevens. With an Appendix.,,eng,,"London : C. Bathurst, etc., 1773.",London,1773.0,London Bathurst,,,"HANMER, Thomas, Sir, Bart., Speaker of the House of Commons. -- Warburton, William, 1698-1779.",,lsidyv345bbd15 -- lsidyv345bb10c -- lsidyv345bc93b -- lsidyv345b8ecf -- lsidyv345b83aa -- lsidyv33906e8f -- lsidyv342613d5 -- lsidyv31a40709 -- lsidyv345b9ded,play,Drama,
35529,poetry.xls,14805023,|||,und,,,"BELL, Robert, Author of “The Life of Canning.”.","Bell, Robert",Author of “The Life of Canning.”,,,,[Golden Leaves from the Works of the Poets and Painters. Edited by R. Bell.] [electronic resource],Golden Leaves from the Works of the Poets and Painters. Edited by R. Bell.,,eng,[Another edition.],"London : C. Griffin & Co., [1872.].",London,1872.0,London Griffin,,,,,lsidyv3474f365,poet,Poetry,
