,File,Aleph system no.,Country code,Language code (008),Language code (041),DDC,Personal-author_ORIGINAL,Personal-author_clean,Personal_author_title,Personal_author_years,Personal_author_pseudonym,Corporate author,Title_ORIGINAL,Title_clean,Title_clean_after_By,Title_clean_language_detected,Edition,Imprint_ORIGINAL,Location_clean,Date,Location_intermediate,Series,Subjects,Other personal authors,Other corporate authors,DOM ID,Type,Genre,Column
30512,nogenre.xlsx,14939958,|||,fre,,,"SOLOV'EV, Vladimir Sergeevich.","Solov'ev, Vladimir Sergeevich",,,,,L'Idée russe. [electronic resource],L'Idée russe.,,fre,,"Paris, 1888.",Paris,1888.0,Paris,,,,,lsidyv38673f71,,,
47383,poetry.xls,14879470,|||,eng,,,,,,,,,"History of Arkansas Valley, Colorado. [By W. B. Vickers and others.] Illustrated. [electronic resource]","History of Arkansas Valley, Colorado. Illustrated.",,eng,,"Chicago : O. L. Baskin & Co., 1881.",Chicago,1881.0,Chicago Baskin,,,,,lsidyv32be8b87,story,Prose,
40366,poetry.xls,14816808,|||,und,,,"GREY, Zachary.","Grey, Zachary",,,,,"Critical, Historical, and Explanatory Notes upon Hudibras, by way of supplement to the two editions published in 1744, and 1745 ... To which is prefixed, a dissertation upon burlesque poetry, by the late ... Montagu Bacon ... And an appendix added; in which is a translation of part of the first canto of the first book into Latin doggrel. MS. notes. [electronic resource]","Critical, Historical, and Explanatory Notes upon Hudibras, by way of supplement to the two editions published in 1744, and 1745... To which is prefixed, a dissertation upon burlesque poetry, by the late... Montagu Bacon... And an appendix added; in which is a translation of part of the first canto of the first book into Latin doggrel. MS. notes.",,eng,,"London : C. Norris, 1752.",London,1752.0,London Norris,,,"BACON, Montagu. -- Butler, Samuel, 1612-1680.",,lsidyv32bad611,poet,Poetry,
22923,nogenre.xlsx,14866652,|||,ger,,,"ECKARDT, H., of Kiel.","Eckardt, H., Of Kiel",,,,,Alt-Kiel in Wort und Bild ... Mit ... Abbildungen und Plänen. [electronic resource],Alt-Kiel in Wort und Bild... Mit... Abbildungen und Plänen.,,ger,,"Kiel, 1899.",Kiel,1899.0,Kiel,,,,,lsidyv36bfd9e7,,,
24486,nogenre.xlsx,14871584,|||,fre,,,"DOGNÉE, Eugène Marie Octave.","Dognée, Eugène Marie Octave",,,,,L'Ancien Liége. [electronic resource],L'Ancien Liége.,,fre,,"Liége, 1881.",Liége,1881.0,Liége,,,,,lsidyv36d7a6b5,,,
15351,nogenre.xlsx,14829338,|||,und,,,"Shakespeare, William, 1564-1616","Shakespeare, William",,1564-1616,,,"Riccardo III. Tragedia ... recata in versi italiani da M. Leoni, etc. [electronic resource]","Riccardo III. Tragedia... recata in versi italiani da M. Leoni, etc.",,ita,,"Firenze, 1815.",Firenze,1815.0,Firenze,,,"LEONI, Michele.",,lsidyv39d82a28,,,
29711,nogenre.xlsx,14912518,|||,mul,$ager$alat,,"MITZSCHKE, Paul Gottfried.","Mitzschke, Paul Gottfried",,,,,Thüringisch-sächsische Geschichtsbibliothek. Begründet und redigiert von P. Mitzschke. [electronic resource],Thüringisch-sächsische Geschichtsbibliothek. Begründet und redigiert von P. Mitzschke.,,ger,,"Gotha, 1889-95.",Gotha,1889.0,Gotha,,,,,lsidyv384486aa -- lsidyv384452a5,,,
12048,nogenre.xlsx,14817920,|||,und,,,"MACFARLANE, Charles.","Macfarlane, Charles",,,,,Stephen. A legend of Reading Abbey ... Edited with introduction and notes by G. L. Gomme. [electronic resource],Stephen. A legend of Reading Abbey... Edited with introduction and notes by G. L. Gomme.,,eng,,"Westminster : A. Constable & Co., 1898.",Westminster,1898.0,Westminster Constable,,,"Gomme, George Laurence, 1853-1916.",,lsidyv398f8fb5,,,
48116,poetry.xls,14912385,|||,und,,,"Havergal, Frances Ridley, 1836-1879.","Havergal, Frances Ridley",,1836-1879,,,He is Risen. [Verses.] [electronic resource],He is Risen.,,eng,,"London; printed in Bavaria : Ernest Nister, [1895.].",London,1895.0,London Bavaria Ernest Nister,,,,,lsidyv3832c37d,verse,Poetry,
22422,nogenre.xlsx,14862308,|||,fre,,,"SAINT-MARCEAUX, A. M. G. de Paul de.","Saint-marceaux, A. M. G. De Paul De",,,,,Notes et documents pour servir à l'histoire de la ville de Reims pendant les quinze années de 1830 à 1845. [electronic resource],Notes et documents pour servir à l'histoire de la ville de Reims pendant les quinze années de 1830 à 1845.,,fre,,"Reims, 1853.",Reims,1853.0,Reims,,,,,lsidyv365acb71,,,
14465,nogenre.xlsx,14827382,|||,eng,,,,,,,,,The Picture Gallery of the Nations. [electronic resource],The Picture Gallery of the Nations.,,eng,,"London : Religious Tract Society, [1870].",London,1870.0,London Religious Tract Society,,,,,lsidyv3ba20c86,,,
33083,poetry.xls,14605675,|||,und,,,,,,,,,Poems and Fragments. [By Sir John William Kaye.] [electronic resource],Poems and Fragments.,,eng,,"Jersey : Privately printed, 1835.",Jersey,1835.0,Jersey Privately,,,"Kaye, John William, Sir, 1814-1876.",,lsidyv31438181,poet,Poetry,
10890,nogenre.xlsx,14814787,|||,eng,,,"JUKES, Joseph Beete.","Jukes, Joseph Beete",,,,,The Student's Manual of Geology. [electronic resource],The Student's Manual of Geology.,,eng,,"Edinburgh, 1857.",Edinburgh,1857.0,Edinburgh,,,,,lsidyv3b9cfb77,,,
45073,poetry.xls,14831292,|||,und,,,"Upward, Allen, 1863-1926.","Upward, Allen",,1863-1926,,,A Crown of Straw. [A novel.] [electronic resource],A Crown of Straw.,,eng,,"London : Chatto & Windus, 1896.",London,1896.0,London Chatto Windus,,,,,lsidyv3a3ee88b,novel,Prose,
44792,poetry.xls,14830629,|||,und,,,"TAYLOR, John, Author of “Monsieur Tonson.”.","Taylor, John",Author of “Monsieur Tonson.”,,,,Verses on various occasions. [electronic resource],Verses on various occasions.,,eng,,"London, 1795.",London,1795.0,London,,,,,lsidyv345e4a76,verse,Poetry,
17212,nogenre.xlsx,14839271,|||,eng,,,,,,,,,An Historical & Descriptive Account of the Castle at Ashby-de-la-Zouch. [electronic resource],An Historical & Descriptive Account of the Castle at Ashby-de-la-Zouch.,,eng,,"Ashby-de-la-Zouch : T. Wayte, 1824.",Ashby,1824.0,Ashby Zouch Wayte,,,,,lsidyv359b2508,,,
3397,nogenre.xlsx,14750876,|||,eng,,,"HENWOOD, William Jory.","Henwood, William Jory",,,,,"The Miners' Association of Cornwall & Devonshire. Observations on the Metalliferous Deposits of Cornwall. (Reprinted, with ... additions, from the Journal of the Royal Institution of Cornwall.). [electronic resource]",The Miners' Association of Cornwall & Devonshire. Observations on the Metalliferous Deposits of Cornwall.,,eng,,"Truro : Heard and Sons, 1872.",Truro,1872.0,Truro Heard Sons,,,,,lsidyv2c2a08fe,,,
13502,nogenre.xlsx,14824601,|||,eng,,,"VIGNE, Godfrey Thomas.","Vigne, Godfrey Thomas",,,,,"Travels in Kashmir, Ladak, Iskardo, the countries adjoining the mountain-course of the Indus, and the Himalaya, North of the Punjab. [electronic resource]","Travels in Kashmir, Ladak, Iskardo, the countries adjoining the mountain-course of the Indus, and the Himalaya, North of the Punjab.",,eng,,"London, 1842.",London,1842.0,London,,Jammu and Kashmir (India) Description and travel. -- Himalaya Mountains Description and travel. -- Indus River Valley Description and travel.,,,lsidyv3cc78bf8 -- lsidyv3bb46873,,,
13278,nogenre.xlsx,14824019,|||,eng,,,,,,,,,[Seaside Watering Places: being a guide to strangers in search of a suitable place in which to spend their holidays.] [electronic resource],Seaside Watering Places: being a guide to strangers in search of a suitable place in which to spend their holidays.,,eng,"Sixth edition, with illustrations.","London : L. Upcott Gill, 1888.",London,1888.0,London Upcott Gill,,,,,lsidyv30268eaf -- lsidyv3c4d4045,,,
40903,poetry.xls,14817945,|||,und,,,,,,,,,The Demon McGuire. [In verse.] [electronic resource],The Demon McGuire.,,eng,,"Sydney, [1885?]",Sydney,1885.0,Sydney,,,,,lsidyv3385cbc8,verse,Poetry,
45263,poetry.xls,14831737,|||,und,,,,,,,,,"Warwick Castle, a poem. Embellished with engravings, from drawings by J. Roe, Warwick. [electronic resource]","Warwick Castle, a poem. Embellished with engravings, from drawings by J. Roe, Warwick.",,eng,,"Stratford-upon-Avon, 1812.",Stratford,1812.0,Stratford Avon,,,"ROE, J., Artist.",,lsidyv2eb2ef4f,poet,Poetry,
6675,nogenre.xlsx,14806616,|||,und,,,,,,,,,"The Cabinet; or, the Selected beauties of literature. [Edited by John Aitken.] Second series. [electronic resource]","The Cabinet; or, the Selected beauties of literature. Second series.",,eng,,"Edinburgh : John Aitken, 1825.",Edinburgh,1825.0,Edinburgh John Aitken,,,"AITKEN, John, Editor of “Constable's Miscellany.”.",,lsidyv346dc593,,,
38251,poetry.xls,14811963,|||,und,,,,,,,,,Grafenstein; a poem. [electronic resource],Grafenstein; a poem.,,lb,,"London, 1826.",London,1826.0,London,,,,,lsidyv346f1738,poet,Poetry,
36597,poetry.xls,14807793,|||,und,,,"COMPTON, Frances Snow, pseud. [i.e. Henry Brooks Adams.]","Compton, Frances Snow",,,Henry Brooks Adams,,[Esther. A novel.] [electronic resource],Esther. A novel.,,eng,[Another edition.],"London : Richard Bentley & Son, 1885.",London,1885.0,London Richard Bentley Son,,,,,lsidyv39c612f8,novel,Prose,
4356,nogenre.xlsx,14768092,|||,eng,,,"PRICE, Frederick George Hilton.","Price, Frederick George Hilton",,,,,"Temple Bar, or some account of “Ye Marygold,” No. 1 Fleet Street. [With plates.] [electronic resource]","Temple Bar, or some account of “Ye Marygold,” No. 1 Fleet Street.",,eng,,"London, 1875.",London,1875.0,London,,,,,lsidyv3c189b00 -- lsidyv36893068,,,
12857,nogenre.xlsx,14823006,|||,eng,,,"HALIBURTON, Hugh, pseud. [i.e. James Logie Robertson.]","Haliburton, Hugh",,,James Logie Robertson,,"Furth in Field ... Essays on the life, language and literature of old Scotland. [electronic resource]","Furth in Field... Essays on the life, language and literature of old Scotland.",,eng,,"London : T. Fisher Unwin, 1894.",London,1894.0,London Fisher Unwin,,,,,lsidyv32bb9fe5,,,
