,File,Aleph system no.,Country code,Language code (008),Language code (041),DDC,Personal-author_ORIGINAL,Personal-author_clean,Personal_author_title,Personal_author_years,Personal_author_pseudonym,Corporate author,Title_ORIGINAL,Title_clean,Title_clean_after_By,Title_clean_language_detected,Edition,Imprint_ORIGINAL,Location_clean,Date,Location_intermediate,Series,Subjects,Other personal authors,Other corporate authors,DOM ID,Type,Genre,Column
6194,nogenre.xlsx,14805803,|||,eng,,,"BRADBURY, John, of Salford.","Bradbury, John, Of Salford",,,,,"Three Weeks from Home; through France and Switzerland, over the Alps to Milan, Florence, Rome, Naples, Pompeii, Genoa, &c. What I saw and what it cost me. [electronic resource]","Three Weeks from Home; through France and Switzerland, over the Alps to Milan, Florence, Rome, Naples, Pompeii, Genoa, &c. What I saw and what it cost me.",,eng,,"Manchester : A. Ireland & Co., 1867.",Manchester,1867.0,Manchester Ireland,,,,,lsidyv3c61f439,,,
9625,nogenre.xlsx,14812309,|||,eng,,,"GRINDON, Leopold Hartley.","Grindon, Leopold Hartley",,,,,"Lancashire. Brief historical and descriptive notes, etc. [electronic resource]","Lancashire. Brief historical and descriptive notes, etc.",,eng,,"London : Seeley & Co., 1892.",London,1892.0,London Seeley,,,,,lsidyv3c117912,,,
28999,nogenre.xlsx,14897140,|||,dut,,,,,,,,Provinciaal Utrechts Genootschap van Kunsten en Wetenschappen (UTRECHT). Mieris (Frans van),"Chronologisch Register op het vervolg van het Groot-Charterboek van Van Mieris aanwezig op het Rijks-Archief te 'sHage. [Compiled by J. W. E. Sterk, and edited by B. J. L. De Geer, G. W. Vreede and J. Van Hall.] [electronic resource]",Chronologisch Register op het vervolg van het Groot-Charterboek van Van Mieris aanwezig op het Rijks-Archief te 'sHage.,,dut,,"Utrecht, 1859.",Utrecht,1859.0,Utrecht,,,"GEER, Barthold Jacob Lintelo de, van Juiphaas, Baron. -- HALL, Jacob van. -- MIERIS, Frans van, the Younger. -- STERK, Jacob Willem Elink. -- VREEDE, George Willem.",,lsidyv37f40b04,,,
30731,nogenre.xlsx,15106043,|||,eng,,,"HOPKIRK, John Glassford.","Hopkirk, John Glassford",,,,,"An account of the insurrection in St. Domingo, begun in August 1791, taken from authentic sources. [electronic resource]","An account of the insurrection in St. Domingo, begun in August 1791, taken from authentic sources.",,eng,,"Edinburgh, 1833.",Edinburgh,1833.0,Edinburgh,,,,,lsidyv3891cbfb,,,
14146,nogenre.xlsx,14826736,|||,eng,,,"OSBORN, Henry Stafford.","Osborn, Henry Stafford",,,,,"The Prospector's Fieldbook and Guide in the search for ... Minerals. Illustrated, etc. [electronic resource]","The Prospector's Fieldbook and Guide in the search for... Minerals. Illustrated, etc.",,eng,,"Philadelphia : H. C. Baird & Co., 1892.",Philadelphia,1892.0,Philadelphia Baird,,,,,lsidyv2b5b235e,,,
44421,poetry.xls,14829636,|||,und,,,"SKELTON, John, Sir, K.C.B.","Skelton, John","Sir, K.C.B",,,,"The Crookit Meg, a story of the year One. [electronic resource]","The Crookit Meg, a story of the year One.",,eng,,"London : Longmans & Co., 1880.",London,1880.0,London Longmans,,,,,lsidyv35352951,story,Prose,
14095,nogenre.xlsx,14826638,|||,und,,,"Oliphant, Laurence, 1829-1888.","Oliphant, Laurence",,1829-1888,,,"Piccadilly. A fragment of contemporary biography, ... With eight illustrations by Richard Doyle. [electronic resource]","Piccadilly. A fragment of contemporary biography,... With eight illustrations by Richard Doyle.",,eng,,"Edinburgh and London, 1870.",Edinburgh,1870.0,Edinburgh London,,,"Doyle, Richard, 1824-1883.",,lsidyv3b23995c,,,
32395,nogenre.xlsx,15264379,|||,eng,,,"MURRAY, Richard, Provost of Trinity College, Dublin.","Murray, Richard","Provost of Trinity College, Dublin",,,,A Literal Translation of Murray's Logic; with ... questions and answers ... by a Gentleman of this city [i.e. Dublin]. [electronic resource],A Literal Translation of Murray's Logic; with... questions and answers... by a Gentleman of this city,,eng,,"Dublin, 1812.",Dublin,1812.0,Dublin,,,,,lsidyv2ea8b492,,,
8224,nogenre.xlsx,14809435,|||,und,,,,,,,,,"The Dream of Human Life. By the author of “The Lollards,” etc. [T. Gaspey.] [electronic resource]",The Dream of Human Life.,"By the author of “The Lollards,” etc.",eng,,"London [printed] and New York, [1849-52.]",London,1849.0,London,,,,,lsidyv3d9181bb,,,
43630,poetry.xls,14827806,|||,und,,,"PRYCE, Richard.","Pryce, Richard",,,,,Elementary Jane. [A novel.] [electronic resource],Elementary Jane.,,eng,,"London; Nimeguen printed : Hutchinson & Co., 1897.",London,1897.0,London Nimeguen Hutchinson,,,,,lsidyv39f72aa5,novel,Prose,
