,File,Aleph system no.,Country code,Language code (008),Language code (041),DDC,Personal-author_ORIGINAL,Personal-author_clean,Personal_author_title,Personal_author_years,Personal_author_pseudonym,Corporate author,Title_ORIGINAL,Title_clean,Title_clean_after_By,Title_clean_language_detected,Edition,Imprint_ORIGINAL,Location_clean,Date,Location_intermediate,Series,Subjects,Other personal authors,Other corporate authors,DOM ID,Type,Genre,Column
42637,poetry.xls,14824853,|||,und,,,"Wood, Henry, Mrs., 1814-1887.","Wood, Henry, Mrs",,1814-1887,,,The Red Court Farm. A novel. [electronic resource],The Red Court Farm. A novel.,,eng,,"London : Tinsley Brothers, 1868.",London,1868.0,London Tinsley Brothers,,,,,lsidyv3a020e70 -- lsidyv3a020744 -- lsidyv3a01ff8b,novel,Prose,
19417,nogenre.xlsx,14847073,|||,ita,,,"COLINI, Francesco.","Colini, Francesco",,,,,Memorie storiche della città di Jesi. [electronic resource],Memorie storiche della città di Jesi.,,ita,,"Jesi, 1890.",Jesi,1890.0,Jesi,,,,,lsidyv35f22dcc,,,
39315,poetry.xls,14814285,|||,und,,,,,,,,,It might have been. A novel. By the author of “Tit for Tat” [Jane Grace Smith]. [electronic resource],It might have been. A novel.,By the author of “Tit for Tat”,eng,,"London, 1876.",London,1876.0,London,,,"SMITH, Jane Grace, Mrs.",,lsidyv39e8e93d -- lsidyv39e8e205 -- lsidyv39e8f04e,novel,Prose,
43141,poetry.xls,14826731,|||,und,,,"ORTON, Charles William Previté.","Orton, Charles William Previté",,,,,"Cinara, and other poems. [electronic resource]","Cinara, and other poems.",,eng,,"pp. 74. Elliot Stock: London, 1900.",Elliot,1900.0,Elliot Stock London,,,,,lsidyv3478858d,poet,Poetry,
38907,poetry.xls,14813338,|||,und,,,"HILLAM, S. A.","Hillam, S. A",,,,,Sheykh Hassan: the spiritualist. A view of the Supernatural (written in the form of a story). [electronic resource],Sheykh Hassan: the spiritualist. A view of the Supernatural,,eng,,"pp. xii. 223. W. H. Allen & Co.: London, 1888.",London,1888.0,Allen London,,,,,lsidyv3ad3c1f3,story,Prose,
4144,nogenre.xlsx,14767837,|||,eng,,,"JACKSON, Richard John.","Jackson, Richard John",,,,,"Eltham Palace, Kent. A paper, etc. [electronic resource]","Eltham Palace, Kent. A paper, etc.",,eng,,"Woolwich, 1896.",Woolwich,1896.0,Woolwich,,,,,lsidyv3c4e0ec3,,,
30921,nogenre.xlsx,15111134,|||,fre,,,"BECKINGTON, Thomas, Bishop of Bath and Wells.","Beckington, Thomas",Bishop of Bath and Wells,,,,"Journal du voyage d'un ambassadeur anglais (T. Beckington) à Bordeaux, en 1442. Traduit et accompagné de quelques éclaircissemens par M. G. B. [i.e. P. G. Brunet]. [An offprint from “L'Indicateur.”] [electronic resource]","Journal du voyage d'un ambassadeur anglais à Bordeaux, en 1442. Traduit et accompagné de quelques éclaircissemens par M. G. B.",,fre,,"Paris, 1842.",Paris,1842.0,Paris,,,"Brunet, Gustave, 1807-1896.",,lsidyv38b30f6d,,,
11287,nogenre.xlsx,14815583,|||,und,,,"LAVENU, L. S.","Lavenu, L. S",,,,,"Erlesmere; or, contrasts of character. [electronic resource]","Erlesmere; or, contrasts of character.",,eng,,"London, 1856.",London,1856.0,London,,,,,lsidyv3a57563f -- lsidyv3a574de7,,,
2621,nogenre.xlsx,14603259,|||,und,,,"Dorset, Catherine Ann Turner, 1750?-1817?","Dorset, Catherine Ann Turner",,1750?-1817?,,,The Lion's Masquerade ... A facsimile reproduction of the edition of 1807. With an introduction by C. Welsh. [electronic resource],The Lion's Masquerade... A facsimile reproduction of the edition of 1807. With an introduction by C. Welsh.,,eng,,"London : Griffith & Farran, 1883.",London,1883.0,London Griffith Farran,,,"Mulready, William, 1786-1863. -- WELSH, Charles.",,lsidyv2eb3b5ae,,,
20565,nogenre.xlsx,14860230,|||,fre,,,"CHABERT, François Michel.","Chabert, François Michel",,,,,Mémoire historique sur Plantières et Queuleu ... Accompagné des plans de l'église en construction. [electronic resource],Mémoire historique sur Plantières et Queuleu... Accompagné des plans de l'église en construction.,,fre,,"Metz, 1861.",Metz,1861.0,Metz,,,,,lsidyv36215153,,,
15001,nogenre.xlsx,14828566,|||,und,,,,,,,,,"Blue Roses, or Helen Malinofska's marriage. By the author of “Vèra,” [i.e. Charlotte L. H. Dempster] ... Sixth edition. [electronic resource]","Blue Roses, or Helen Malinofska's marriage.","By the author of “Vèra,”... Sixth edition.",eng,,"London : C. Kegan Paul & Co., 1878.",London,1878.0,London Kegan Paul,,,"DEMPSTER, Charlotte Louisa Hawkins.",,lsidyv353e2c66,,,
37387,poetry.xls,14809807,|||,und,,,"EDWARDS, Matilda Barbara Betham.","Edwards, Matilda Barbara Betham",,,,,Half-Way. An Anglo-French Romance. [electronic resource],Half-Way. An Anglo-French Romance.,,eng,,"London : Sampson Low & Co., 1886 [1885].",London,1886.0,London Sampson Low,,,,,lsidyv3976fe12 -- lsidyv39770893,romance,Prose,
40233,poetry.xls,14816567,|||,und,,,"CRISTALL, Ann Batten.","Cristall, Ann Batten",,,,,Poetical Sketches. [electronic resource],Poetical Sketches.,,eng,,"London : J. Johnson, 1795.",London,1795.0,London Johnson,,,,,lsidyv33838671,poet,Poetry,
31127,nogenre.xlsx,15115715,|||,dan,,,"LÆSSÖE, Werner Hans Frederik Abrahamson von.","Læssöe, Werner Hans Frederik Abrahamson Von",,,,,"Anmærkninger til “Den slesvigske Krig i 1848, ved en Officeer af Armeen,” etc. [electronic resource]","Anmærkninger til “Den slesvigske Krig i 1848, ved en Officeer af Armeen,” etc.",,dan,,"Kiøbenhavn, 1849.",Kjøbenhavn,1849.0,Kiøbenhavn,,,,,lsidyv38bbb8f2,,,
9744,nogenre.xlsx,14812502,|||,eng,,,"Halcombe, Charles J. H.","Halcombe, Charles J. H",,,,,The Mystic Flowery Land. A personal narrative [of a visit to China] ... With notes by the author and numerous illustrations. [electronic resource],The Mystic Flowery Land. A personal narrative... With notes by the author and numerous illustrations.,,eng,,"London : Luzac & Co., 1896.",London,1896.0,London Luzac,,,,,lsidyv391772df,,,
25220,nogenre.xlsx,14872514,|||,spa,,,"OROZCO Y BERRA, Manuel.","Orozco Y Berra, Manuel",,,,,Apuntes para la historia de la geografía en México. [electronic resource],Apuntes para la historia de la geografía en México.,,spa,,"México, 1881.",México,1881.0,México,,,,,lsidyv373914e8,,,
15012,nogenre.xlsx,14828588,|||,eng,,,"ROSS, Mars, and COOPER (H. Stonehewer)","Ross, Mars; Cooper, H. Stonehewer",,,,,"The Highlands of Cantabria, or Three Days from England. ... With engravings from ... photographs. [electronic resource]","The Highlands of Cantabria, or Three Days from England.... With engravings from... photographs.",,eng,,"London : Sampson Low & Co., 1885.",London,1885.0,London Sampson Low,,,"COOPER, H. Stonehewer.",,lsidyv3bf679d3,,,
21408,nogenre.xlsx,14861201,|||,ger,,,"ALBRECHT, Karl Friedrich Hermann.","Albrecht, Karl Friedrich Hermann",,,,,"Rappoltsteinisches Urkundenbuch, 759-1500. Quellen zur Geschichte der ehemaligen Herrschaft Rappoltstein im Elsass ... herausgegeben von Dr. K. Albrecht. [electronic resource]","Rappoltsteinisches Urkundenbuch, 759-1500. Quellen zur Geschichte der ehemaligen Herrschaft Rappoltstein im Elsass... herausgegeben von Dr. K. Albrecht.",,ger,,"Colmar, 1891-98.",Colmar,1891.0,Colmar,,,,,lsidyv369afeaf -- lsidyv366f2784 -- lsidyv369b0f16 -- lsidyv366f1ce1 -- lsidyv369b2228 -- lsidyv369b1a7b -- lsidyv366ec4bc -- lsidyv369b07f9 -- lsidyv366f4658 -- lsidyv366efb58,,,
38394,poetry.xls,14812230,|||,und,,,"GREVILLE, Maud.","Greville, Maud",,,,,Milcote Manor. A novelette. [electronic resource],Milcote Manor. A novelette.,,eng,,"London : Remington & Co., 1881.",London,1881.0,London Remington,,,,,lsidyv3b6ee297,novel,Prose,
13554,nogenre.xlsx,14824711,|||,und,,,"WESTALL, William Bury.","Westall, William Bury",,,,,Ralph Norbreck's Trust. [electronic resource],Ralph Norbreck's Trust.,,eng,,"London : Tinsley Bros., 1883.",London,1883.0,London Tinsley Bros,,,,,lsidyv3b01d6a8 -- lsidyv3b012763 -- lsidyv3af63104,,,
25289,nogenre.xlsx,14872596,|||,eng,,,"PIERCE, John, D.D.","Pierce, John",D.D,,,,"An Address at the opening of the Town Hall, in Brookline, ... 14 October, 1845. [electronic resource]","An Address at the opening of the Town Hall, in Brookline,... 14 October, 1845.",,eng,,"Boston [Mass.], 1846.",Boston,1846.0,Boston,,,,,lsidyv37034c19,,,
23277,nogenre.xlsx,14867048,|||,eng,,,"KELLY, Edward Robert, AND CO.","Kelly, Edward Robert, And Co",,,,,"Begin. Sir, It was not our intention, etc. [A circular relating to certain alledged errors in “Watkins's London Directory.”] [electronic resource]","Begin. Sir, It was not our intention, etc.",,eng,,"London, [1854]",London,1854.0,London,,,,,lsidyv36b2bf3b,,,
16515,nogenre.xlsx,14831595,|||,eng,,,"WALLACE, James, Minister of Kirkwall, Orkney.","Wallace, James","Minister of Kirkwall, Orkney",,,,"A description of the Isles of Orkney ... Reprinted from the original edition of 1693, with illustrative notes ... together with the additions made by the author's son (James Wallace, M.D.), in the edition of 1700. Edited by John Small. [electronic resource]","A description of the Isles of Orkney... Reprinted from the original edition of 1693, with illustrative notes... together with the additions made by the author's son, in the edition of 1700. Edited by John Small.",,eng,,"Edinburgh : William Brown, 1883.",Edinburgh,1883.0,Edinburgh William Brown,,,"SMALL, John, M.A. -- WALLACE, James, M.D.",,lsidyv2aefcb79,,,
37843,poetry.xls,14811052,|||,und,,,"MAUGHAN, afterwards STORY, Janet Leith.","Maughan, Afterwards Story, Janet Leith",,,,,"Equal to either Fortune. A novel. By the Author of “The Man of Mark,” etc. [Janet Maughan.] [electronic resource]",Equal to either Fortune. A novel.,"By the Author of “The Man of Mark,” etc.",eng,,"London, 1869.",London,1869.0,London,,,,,lsidyv3a89104c -- lsidyv3a8917c9 -- lsidyv3a891f3a,novel,Prose,
3927,nogenre.xlsx,14767573,|||,eng,,,,,,,,,Cheltenham: the Garden Town of England. (Third edition.). [electronic resource],Cheltenham: the Garden Town of England.,,eng,,"Cheltenham : Norman & Sawyer, [1893]",Cheltenham,1893.0,Cheltenham Norman Sawyer,,,,,lsidyv3c363252,,,
3482,nogenre.xlsx,14750978,|||,eng,,,"ALGAR, Frederic.","Algar, Frederic",,,,,[A Handbook to the Colony of New South Wales. [With a map.]] [electronic resource],A Handbook to the Colony of New South Wales.,,eng,[Another edition.],"London : Australian & New Zealand Gazette, 1870.",London,1870.0,London Australian New-Zealand Gazette,,,,,lsidyv30ac2243,,,
4455,nogenre.xlsx,14768212,|||,eng,,,"THALASSES, Polufloisboio, Esq., pseud.","Thalasses, Polufloisboio",Esq,,pseud,,The Excursionist's Guide to Lulworth. By Polufloisboio Thalasses Esq. [electronic resource],The Excursionist's Guide to Lulworth.,By Polufloisboio Thalasses Esq.,eng,,"Weymouth : M. Butcher, [1880?]",Weymouth,1880.0,Weymouth Butcher,,,,,lsidyv3c344e41,,,
1970,music.xlsx,14847001,|||,eng,,,,,,,,,"Modern Canvassing, or, Popery and No Popery. [A dialogue between an agent and a freeholder.] [electronic resource]","Modern Canvassing, or, Popery and No Popery.",,eng,,"Leeds : Edward Baines, 1826.",Leeds,1826.0,Leeds Edward Baines,,,,,lsidyv35ccfdd6,opera,Music,
43417,poetry.xls,14827375,|||,und,,,"PICKERING, Edgar T.","Pickering, Edgar T",,,,,"A Stout English Bowman: being a story of chivalry in the days of Henry III., etc. [electronic resource]","A Stout English Bowman: being a story of chivalry in the days of Henry III., etc.",,eng,,"London : Blackie & Son, 1898 [1897].",London,1898.0,London Blackie Son,,,,,lsidyv39835e28,story,Prose,
19717,nogenre.xlsx,14847466,|||,eng,,,"Jefferson, Robert L.","Jefferson, Robert L",,,,,"Roughing it in Siberia, with some account of the Trans-Siberian Railway and the gold-mining industry of Asiatic Russia. Illustrated. [electronic resource]","Roughing it in Siberia, with some account of the Trans-Siberian Railway and the gold-mining industry of Asiatic Russia. Illustrated.",,eng,,"London : Sampson Low & Co., 1897.",London,1897.0,London Sampson Low,,,,,lsidyv35c88500,,,
21129,nogenre.xlsx,14860865,|||,fre,,,,,,,,Société d'Encouragement pour la Propagation des Livres d'Art (PARIS),"Les Curiositez de Paris. Par M. L. R. Réimprimées d'après l'édition originale de 1716, etc. [Variously attributed to Claude Marin Saugrain and George Louis Le Rouge, but more probably by the former. Edited by Anatole de Courde de Montaiglon.] [electronic resource]","Les Curiositez de Paris. Par M. L. R. Réimprimées d'après l'édition originale de 1716, etc.",,fre,,"Paris, 1883.",Paris,1883.0,Paris,,,"COURDE DE MONTAIGLON, Anatole de. -- R., M. L. -- Saugrain, Claude Marin.",,lsidyv3614ac08,,,
47139,poetry.xls,14872107,|||,eng,,,"Kingsley, Charles, 1819-1875","Kingsley, Charles",,1819-1875,,,"Ode performed in the Senate-House, Cambridge, ... composed for the installation of His Grace the Duke of Devonshire, Chancellor of the University. [electronic resource]","Ode performed in the Senate-House, Cambridge,... composed for the installation of His Grace the Duke of Devonshire, Chancellor of the University.",,eng,,"Cambridge; London : Macmillan and Co., 1862.",London,1862.0,Cambridge London Macmillan,,,,,lsidyv3721449d,ode,Poetry,
48157,poetry.xls,14912522,|||,und,,,"MOONSHINE, Mauritius, pseud.","Moonshine, Mauritius",,,pseud,,"More Wonders; an heroic epistle to M. G. Lewis. [A satire on his literary works] ... With a Præscript Extraordinary ... By Mauritius Moonshine, etc. [electronic resource]",More Wonders; an heroic epistle to M. G. Lewis.... With a Præscript Extraordinary...,"By Mauritius Moonshine, etc.",eng,,"London : J. Barker, 1801.",London,1801.0,London Barker,,,"Lewis, M. G. (Matthew Gregory), 1775-1818.",,lsidyv383213df,satire,Prose,
12726,nogenre.xlsx,14819305,|||,eng,,,"Mitford, Bertram, 1855-1914.","Mitford, Bertram",,1855-1914,,,Through the Zulu country. Its battlefields and its people ... With ... illustrations. [electronic resource],Through the Zulu country. Its battlefields and its people... With... illustrations.,,eng,,"London : Kegan Paul, etc., 1883.",London,1883.0,London Kegan Paul,,,,,lsidyv3c7f566a,,,
